HAGRID,Kingdom,Phylum,Class,Order,Family,Genus,Species,Common name,Female maturity (days),Male maturity (days),Gestation/Incubation (days),Weaning (days),Litter/Clutch size,Litters/Clutches per year,Inter-litter/Interbirth interval,Birth weight (g),Weaning weight (g),Adult weight (g),Growth rate (1/days),Maximum longevity (yrs),Source,Specimen origin,Sample size,Data quality,IMR (per yr),MRDT (yrs),Metabolic rate (W),Body mass (g),Temperature (K),References
267,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anser,albifrons,Greater white-fronted goose,1095.0,1095.0,27.0,143.75925925925927,5.0,1.0,386.7562254259502,90.3,54703.19159259259,2681.0,0.1516869409660107,47.0,445,captivity,medium,acceptable,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,"437,444,445"
268,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anser,anser,Greylag goose,1095.0,1095.0,83.22535211267606,143.75925925925927,145879.21867965368,1.4632120743034054,386.7562254259502,11498.172832026143,54703.19159259259,3308.5,0.10400000000000001,31.0,575,captivity,large,high,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,"543,575,729,732,820"
269,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anser,brachyrhynchus,Pink-footed goose,1095.0,1095.0,83.22535211267606,143.75925925925927,145879.21867965368,1.4632120743034054,386.7562254259502,11498.172832026143,54703.19159259259,2645.0,0.1516869409660107,40.9,450,wild,medium,acceptable,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,"450,729,820"
270,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anser,fabalis,Bean goose,1095.0,1095.0,28.0,143.75925925925927,4.0,1.4632120743034054,386.7562254259502,11498.172832026143,54703.19159259259,3348.0,0.1516869409660107,25.6,450,wild,medium,acceptable,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,"444,450,729"
271,Animalia,Chordata,Aves,Anseriformes,Anatidae,Aythya,affinis,Lesser scaup,365.0,365.0,24.0,143.75925925925927,10.0,1.0,386.7562254259502,30.8,54703.19159259259,787.0,0.091,18.3,576,wild,large,acceptable,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,"444,445,576,732,1143"
272,Animalia,Chordata,Aves,Anseriformes,Anatidae,Aythya,americana,Redhead,365.0,365.0,26.0,143.75925925925927,13.0,1.0,386.7562254259502,37.6,54703.19159259259,1077.3,0.08900000000000001,22.6,427,wild,large,acceptable,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,"427,444,445,732"
273,Animalia,Chordata,Aves,Anseriformes,Anatidae,Aythya,collaris,Ring-necked duck,365.0,365.0,27.0,143.75925925925927,9.0,1.0,386.7562254259502,29.3,54703.19159259259,737.0,0.1516869409660107,20.4,577,wild,large,acceptable,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,"444,445,577"
274,Animalia,Chordata,Aves,Anseriformes,Anatidae,Aythya,ferina,Common pochard,365.0,365.0,83.22535211267606,143.75925925925927,145879.21867965368,1.4632120743034054,386.7562254259502,11498.172832026143,54703.19159259259,823.0,0.1516869409660107,23.2,450,wild,medium,acceptable,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,"450,729,820"
275,Animalia,Chordata,Aves,Anseriformes,Anatidae,Aythya,fuligula,Tufted duck,365.0,365.0,83.22535211267606,143.75925925925927,145879.21867965368,1.4632120743034054,386.7562254259502,11498.172832026143,54703.19159259259,701.5,0.14400000000000002,45.2,450,wild,medium,acceptable,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,"450,729,732,820"
276,Animalia,Chordata,Aves,Anseriformes,Anatidae,Aythya,marila,Greater scaup,365.0,365.0,26.0,143.75925925925927,9.0,1.0,386.7562254259502,46.3,54703.19159259259,928.5,0.1516869409660107,22.1,576,wild,large,acceptable,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,"444,445,576,729"
277,Animalia,Chordata,Aves,Anseriformes,Anatidae,Aythya,valisineria,Canvasback,240.0,240.0,24.0,143.75925925925927,9.0,1.0,386.7562254259502,44.7,54703.19159259259,1208.8,0.087,29.5,427,wild,large,acceptable,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,"427,437,444,445,732"
278,Animalia,Chordata,Aves,Anseriformes,Anatidae,Branta,bernicla,Brent goose,730.0,730.0,24.0,143.75925925925927,4.0,1.0,386.7562254259502,43.6,54703.19159259259,1163.2,0.08,28.8,450,wild,large,acceptable,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,"444,445,450,729,732"
279,Animalia,Chordata,Aves,Anseriformes,Anatidae,Branta,canadensis,Canada goose,730.0,730.0,26.0,143.75925925925927,5.0,1.0,386.7562254259502,85.5,54703.19159259259,3200.0,0.113,42.0,Other,unknown,medium,acceptable,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,"437,444,445,729,732"
